text,label,cleaned_text
i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,3,feel furious right life advocate tell live die lobbying supporting politician sympathic view
i feel as if i was abused in some way,0,feel abused way
im still paying attention but i feel distracted,3,im still paying attention feel distracted
i started the third block feeling hot and cold and tingly all at the same time knowing that i still had five hours of examination ahead of me having no idea if any of it would do any good,2,started third block feeling hot cold tingly time knowing still five hour examination ahead idea would good
im hesitant to make suggestions because i feel as if the outcome would not be sincere,1,im hesitant make suggestion feel outcome would sincere
i feel not too terribly fond of the majority at this precise time,2,feel terribly fond majority precise time
i can feel myself gaining control over the damaged goods aspects of my personal security,0,feel gaining control damaged good aspect personal security
i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,1,bombed first interview left second interview feeling pretty fan freaking tastic
i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,1,think kind taken u long build good inventory sauce oil spice non perishable feel like chance making something delicious without specifically go buy every single item recipe
i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows,1,feel advise dad whose child soon become teenager cool pull kid high school pick smelly jalopy plant coming window
